local_key,listingId,bedrooms,bathrooms,price,daysOnMarket,interestLevel
38385,7180538,1,1,2195,261,1
99023,6845877,2,1,3675,332,1
5308,7092186,2,1,3500,278,2
59735,7083196,0,1,2300,280,2
68426,6957518,3,1,1900,307,3
84263,6906100,1,1,3595,319,1
99993,6841891,0,1,3350,332,1
30482,7097110,3,2,4600,277,1
28389,7164278,2,2,7000,264,1
97774,6929841,2,1,3500,313,1
57917,7020702,0,1,1400,293,1
112030,6866859,1,1,2700,327,2
62854,7007666,2,1,3000,297,2
122545,6874399,5,3,10000,326,1
96917,6813384,1,1,3800,338,1
94532,6819838,3,2,2750,336,1
850,7160501,2,1,4195,265,1
9130,7227693,1,1,2790,251,2
58079,6963087,4,2,6200,306,1
115962,6830870,0,1,2400,334,1
26930,7098760,2,2,8500,277,1
71300,7038391,1,1,2950,291,1
87057,6859373,1,1,2795,328,2
119866,6886676,1,1,2690,323,1
79994,7079164,1,1,2150,282,1
42233,7144444,0,1,1550,267,2
6920,7102762,1,1,4500,276,1
63724,6959031,3,3,18000,307,1
114720,6948309,1,1,2500,310,1
14842,7229339,2,1,3000,250,1
13035,7167231,1,1,3350,263,1
67163,7042067,3,2,5750,290,1
9350,7094290,1,1,2690,278,1
32564,7209544,2,1,1558,255,3
122173,6926663,2,1,3200,314,1
89873,6887077,1,1,1800,323,2
110337,6890542,0,1,2325,322,2
1347,7180533,2,2,7150,261,1
30944,7188181,1,1,3900,258,1
79794,7015970,2,1,4495,295,1
54790,6989378,1,1,3250,300,1
115721,6859793,2,1,3295,328,1
121796,7121727,2,1,2650,334,1
61892,6964762,1,1,2800,306,2
100685,6858693,1,1,4650,328,1
6795,7139693,1,1,1900,268,2
96429,6929862,1,1,2600,313,1
33308,7168256,2,2,2675,263,1
88425,6836826,1,1,1835,333,1
571,7162259,0,1,3000,264,1
51490,7070972,2,1,2895,284,2
96684,6816344,2,1,3330,338,1
52042,6963961,1,1,2954,306,1
33924,7174649,1,1,3250,262,1
75162,7039654,3,1,2200,291,2
80062,7005170,2,1,3000,297,1
57830,7017412,1,1,2950,295,1
87019,6937301,1,1,3485,312,1
46214,6967243,3,1,2500,305,2
91745,6837545,1,1,3000,333,1
91005,6861898,1,1,4000,328,3
17965,7172470,3,2,4100,263,2
10612,7224008,1,1,4781,251,1
111744,6947660,2,1,3120,310,1
65208,7082928,1,1,5735,280,1
257,7148587,0,1,2500,267,1
88506,6943649,1,1,2350,311,1
34438,7200897,4,1,5000,257,2
31712,7230786,0,1,3494,250,1
60121,6959854,1,1,3600,307,1
72524,6961587,2,1,2000,306,1
53808,6961833,0,1,2225,306,1
11681,7124482,2,1,3600,271,1
86814,6922888,3,1,3460,315,1
80057,6951997,3,3,10700,308,1
46391,7050146,3,2,6600,289,1
80595,7052209,3,1,3300,288,2
71760,6993312,0,1,2250,299,2
111340,6948218,0,1,3050,310,2
80610,7057724,2,1,3395,286,2
27590,7132660,2,2,5499,270,1
12930,7156298,2,1,3490,265,1
26962,7193294,1,1,2850,258,1
20450,7170424,2,2,9000,263,1
62775,6972552,3,2,7250,304,1
96948,6901013,2,1,4450,320,1
109623,6886873,1,1,2450,323,2
85459,6853845,1,1,1995,330,1
93951,6852881,2,1,3000,330,2
111934,6910426,2,1,3195,318,1
80295,7075957,1,1,3100,283,1
3295,7184867,0,1,2690,259,1
11738,7181656,1,1,4095,259,1
93117,6861480,2,1,2695,328,2
93218,6862679,0,1,2895,328,1
81349,7044333,4,2,5960,290,2
88430,6819509,2,1,3550,337,1
82103,7057957,0,1,2240,286,2
80861,7005869,2,1,2100,297,2
33349,7115648,3,1,3500,273,2
87463,6866635,1,1,4099,327,1
59016,6996288,1,1,3500,299,1
97985,6816040,2,1,2900,338,2
74988,7001334,2,2,3200,298,1
37057,7181479,0,1,2550,259,1
68874,7076483,1,1,3395,283,1
24761,7178042,3,1,5500,262,1
599,7187660,2,2,5070,258,1
48098,7001458,3,2,2550,298,2
9623,7188170,0,1,2600,258,1
59834,7046150,3,1,4600,289,1
111995,6897740,1,1,3000,320,1
30567,7206425,2,1,1850,255,2
122980,6938576,2,2,7200,312,1
116703,6815554,3,1,3600,338,3
77164,6962853,1,1,2549,306,1
122494,6819061,3,2,5600,337,1
7196,7142576,1,1,3400,268,1
68877,7084016,2,1,2145,280,1
2976,7148871,3,1,3350,267,1
20138,7189856,0,1,1700,258,3
18898,7108414,0,1,1850,275,1
11395,7140509,0,1,1850,268,1
13055,7102454,0,1,2325,276,1
22232,7200886,2,1,5150,257,1
7957,7202138,0,1,3065,257,1
87032,6844942,2,2,3700,332,2
111263,6853251,3,1,3000,330,1
14915,7176016,2,1,3500,262,2
89395,6814229,1,1,2695,338,1
68582,7053177,1,1,1750,288,3
2182,7229029,2,1,4600,250,1
116035,6893178,0,1,1575,321,2
82056,7014286,2,1,2798,296,2
102556,6837859,1,1,4100,333,1
55407,7037845,2,1,3120,291,1
122978,6929071,1,1,2895,313,1
60955,6984914,0,1,3295,301,1
62803,7072432,1,1,2195,284,1
115801,6859069,2,1,1800,328,1
9188,7222889,1,1,3851,251,1
109868,6839682,1,1,2075,333,1
43038,7163240,2,1,3050,264,1
1418,7099405,2,1,2650,277,2
58800,7021382,2,1,3200,293,3
69176,6961889,1,1,2150,306,2
25350,7193417,1,1,4495,258,1
113110,6921459,4,2,3700,315,1
44843,6987466,1,1,2275,300,1
108227,6841086,2,1,3395,332,1
98435,6925249,1,1,4795,314,1
65588,6987310,3,1,2000,301,3
68739,7023638,1,1,2100,293,1
32135,7159868,1,1,2550,265,1
21057,7206634,4,1,2800,255,1
28645,7205767,2,1,2300,256,2
115957,6902134,3,1,2500,320,2
108639,6935528,2,1,3000,312,1
108642,6914569,2,2,9750,317,1
87399,6943894,1,1,2050,311,2
40888,7159659,2,1,2800,265,3
31149,7126098,3,2,4700,271,1
120811,6814285,2,2,3629,338,1
116174,6882838,2,1,2695,324,3
93361,6914481,3,1,3260,317,1
88208,6910557,5,2,9000,318,1
58023,7042497,2,2,4000,290,1
34780,7110137,3,2,5500,275,1
30249,7143353,1,1,2395,268,1
39846,7184171,0,1,2195,259,2
114657,6885461,0,1,2300,323,1
118291,6936798,2,1,3300,312,1
71344,7078440,2,1,3595,282,1
75568,7060730,2,1,3200,286,1
32587,7208916,1,1,2295,255,1
84476,6867938,2,1,2600,327,2
2267,7136001,1,1,2750,269,1
64440,7062977,2,2,8000,285,1
61990,7007952,3,1,3700,297,1
65283,7013183,0,1,2400,296,1
438,7136806,2,1,2200,269,3
58526,7007096,1,1,2195,297,1
28328,7102134,2,1,3600,276,1
114376,6870424,1,1,2900,326,1
111905,6876122,2,1,2890,325,1
114471,6855494,0,1,2300,329,2
102864,6868478,0,1,1950,327,2
37944,7199921,1,1,3595,257,1
113087,6837197,2,1,3125,333,1
54760,6953583,2,1,3200,308,1
86227,6840682,2,1,1850,333,1
100721,6875471,2,2,7930,325,1
75828,6980057,2,1,2600,303,1
69019,7004085,0,1,3000,297,1
82763,6826390,0,1,2195,335,2
108511,6901528,1,1,3225,320,1
65490,6974853,0,1,1650,304,3
43888,7041469,2,1,3155,290,2
101531,6842869,2,1,2895,332,1
79775,6957970,0,1,2075,307,1
98228,6893084,3,2,4200,321,2
49761,7074660,0,1,2455,283,1
52249,7045501,1,1,2125,289,1
38721,7126351,1,1,3000,271,1
89416,6898694,0,1,2650,320,1
67618,7046922,1,1,2600,289,1
25462,7099604,0,1,2370,277,2
112704,6895008,2,1,1900,321,2
74105,7028528,1,1,3595,292,1
63348,7061811,0,1,1500,286,3
90269,6882060,1,1,2895,324,2
8137,7143652,2,2,8165,268,1
113157,6855266,0,1,2640,329,1
16104,7179838,1,1,3100,261,1
46595,6975563,1,1,2250,304,3
68116,6974223,2,1,4950,304,1
69047,7073662,2,1,3200,283,1
112161,6934749,3,1,4225,312,1
40091,7160784,2,2,7500,265,1
31407,7148091,1,1,3000,267,1
34634,7137658,1,1,8895,269,1
114128,6918321,2,1,3163,316,3
68017,7028574,0,1,2199,292,1
95494,6871386,2,1,2850,326,2
94342,6931298,2,0,2995,313,1
107524,6923742,3,1,2400,314,1
76997,7058529,1,1,4850,286,1
46670,7056653,1,1,3650,286,1
88450,6947069,2,1,2795,310,1
38414,7175330,2,1,3190,262,2
5064,7097412,2,1,2350,277,1
46830,7004606,0,1,2200,297,1
50248,6997663,1,1,4550,299,1
10784,7109608,0,1,2025,275,2
108907,6845029,2,2,5317,332,1
121455,6917015,2,1,3500,317,3
58177,7080708,2,2,2595,282,1
60998,7065052,2,1,1800,285,3
68262,7080644,1,1,4100,282,1
17641,7196336,3,2,2700,258,1
69213,7049902,2,1,4095,289,1
18773,7214152,1,1,2650,254,1
101955,6817926,2,2,5775,337,1
7516,7131309,1,1,2650,270,1
86486,6814719,2,1,3700,338,1
61707,7014054,3,1,3400,296,2
108506,6911712,4,1,3595,318,1
68163,7003554,0,1,2000,298,2
111477,6942078,4,2,7000,311,1
92,7159596,1,1,2900,265,2
41538,7139200,0,1,3495,268,1
56512,6970671,0,1,2775,305,2
74902,6980774,1,1,2350,303,2
84782,6918896,2,1,4200,316,1
67241,7010124,1,1,5025,296,1
39104,7108251,0,1,2100,275,2
121358,6820711,3,2,5495,336,1
77898,6992473,2,1,5400,299,1
109429,6876327,1,1,1850,325,3
27465,7175276,0,1,2500,262,1
3587,7111781,1,1,2250,274,1
53687,6996471,0,1,2500,299,1
36344,7180513,0,1,2825,261,1
86419,6847954,3,1,2975,331,2
27558,7165798,0,1,1900,263,1
40213,7109670,2,1,2995,275,1
85637,6887418,3,1,3970,323,1
55275,6988514,0,1,2100,300,1
36966,7179721,1,1,2495,261,1
83543,6873779,1,1,4200,326,1
4665,7168858,1,1,3450,263,2
19312,7115310,3,1,4700,273,2
4846,7200325,3,2,6750,257,1
76564,7022913,2,2,7440,293,1
103527,6849297,1,1,1900,331,1
59896,7006764,0,1,2400,297,1
67761,7017101,1,1,3578,295,1
98301,6904949,1,1,2500,319,2
21271,7172490,3,2,4800,263,2
27812,7216152,3,2,5400,254,1
115823,6910916,2,1,3000,318,1
114829,6896555,1,1,4120,321,2
59845,7083631,1,1,5250,280,1
38504,7102597,1,1,3300,276,1
83951,6867950,3,2,4500,327,3
21210,7130279,2,1,3425,270,1
40479,7230010,0,1,2389,250,2
102756,6859573,0,1,695,328,2
112889,6945000,3,1,2875,310,1
79193,7067608,0,1,2200,284,1
29847,7161803,1,1,2300,264,2
46977,6987340,0,1,2350,301,2
87940,6938306,2,2,3395,312,1
55197,7046207,1,1,3925,289,1
37110,7093930,4,2,7850,278,2
66937,7005405,0,1,1975,297,1
65292,6976837,1,1,3750,303,1
60809,7042049,2,1,3200,290,2
122249,6871508,0,1,1950,326,1
81721,6971009,1,1,3400,305,1
5872,7230535,3,2,6980,250,1
5384,7173441,3,2,5600,263,1
56942,6956168,0,1,2000,307,2
87200,6828683,5,2,5400,334,1
66587,7054991,0,1,2750,287,1
3445,7181632,1,1,3450,259,1
60177,7069646,2,1,2450,284,3
102757,6886049,1,1,3500,323,3
12458,7095989,2,1,2150,277,2
70076,7055937,2,1,2200,287,1
113337,6940212,0,1,3150,311,1
87204,6946468,2,1,3100,310,2
14742,7125718,1,1,2200,271,1
51149,7013162,1,1,1250,296,2
3813,7178159,1,1,2400,262,1
19464,7156859,0,1,2608,265,1
398,7169773,0,1,2575,263,1
111100,6838322,2,1,3200,333,2
38915,7170406,2,1,1785,263,1
111158,6838166,0,1,2775,333,2
99691,6816406,2,1,3000,338,2
57818,7070019,0,1,2595,284,1
5328,7199440,1,1,3350,257,1
66417,6977224,1,1,2900,303,1
56508,7063011,4,5,48500,285,1
90591,6912604,0,1,2499,318,1
69134,7083458,0,1,4200,280,1
120664,6912696,0,1,2395,318,1
13135,7190130,2,1,2300,258,1
52860,7064527,1,1,2300,285,1
37934,7215141,2,2,5166,254,1
54926,7015516,1,1,4050,295,1
32748,7177986,0,1,2482,262,1
61860,7041292,1,1,2200,290,2
64317,7004691,2,2,3495,297,1
91170,6863308,2,1,2150,327,1
112357,6858479,2,1,3800,328,1
96081,6878494,4,2,5400,325,1
109038,6917177,1,1,3745,316,1
113496,6819618,0,1,3800,337,1
71055,6989071,2,1,4195,300,1
109807,6882449,3,1,3000,324,1
105378,6818341,4,1,6200,337,1
98745,6895458,1,1,3810,321,1
24431,7162723,2,1,3450,264,1
44595,7056428,3,1,2650,286,1
94098,6892528,2,1,2760,321,2
30647,7179304,2,1,3490,261,1
96680,6827560,0,1,1675,334,1
28065,7133852,2,1,1700,269,1
21609,7143387,1,1,4446,268,1
44851,6991128,1,1,3250,300,1
74436,7034105,2,1,3395,291,1
95354,6847493,1,1,2100,331,1
89838,6831812,0,1,2400,334,1
27986,7131858,1,1,3550,270,1
110944,6854967,2,1,2645,329,1
78150,7079111,1,1,4500,282,1
32913,7124312,1,1,2450,271,2
81509,6993596,1,1,4595,299,1
64363,6987049,2,1,5500,301,2
27862,7179989,3,1,5750,261,2
119024,6817568,2,1,3495,337,1
73345,7010224,1,1,1400,296,3
77426,7031038,2,1,2600,292,1
110941,6927446,2,2,4445,314,1
21036,7119656,3,2,6000,272,1
49584,7050967,0,1,1990,288,1
84023,6899191,2,1,2595,320,1
109181,6872547,0,1,2550,326,1
21777,7161251,1,1,1795,264,2
64567,7024631,0,1,2500,293,1
78481,7049226,1,2,3275,289,1
31000,7175251,1,1,3200,262,2
97395,6902670,2,1,3300,320,2
4139,7109171,3,2,6000,275,2
50779,7040850,0,1,3215,290,1
52045,6968701,2,1,1900,305,3
3907,7144994,3,1,2000,267,3
95579,6895849,2,2,6350,321,2
105990,6910681,3,1,6000,318,1
204,7221305,0,1,2547,252,1
83229,6890366,1,1,4295,322,1
17287,7108904,2,1,4000,275,1
68251,7046813,1,1,2300,289,2
111412,6933850,1,1,2450,313,1
100547,6827455,2,2,3000,335,2
7723,7177443,0,1,1845,262,2
10419,7194267,1,1,2250,258,1
70683,7049409,4,2,5950,289,2
108647,6917563,0,1,1945,316,1
81489,6968934,2,1,3995,305,2
84704,6856918,1,1,1996,329,2
106296,6824700,2,1,3050,335,1
30299,7155385,1,1,4300,266,2
7121,7108807,1,1,3650,275,1
92853,6937024,1,1,1700,312,2
73761,7030148,0,1,2400,292,1
25104,7089058,1,1,2250,278,1
91839,6941819,0,1,2300,311,1
27648,7192881,3,2,4500,258,2
72789,6998694,3,2,6895,298,1
120117,6926901,2,1,1795,314,2
70495,6979652,1,1,3095,303,1
103051,6918871,0,1,2100,316,2
60924,7045500,2,1,2000,289,1
11286,7185031,2,1,3400,259,1
20679,7088674,1,1,2050,278,2
21178,7124035,1,1,3025,271,1
105996,6907977,3,2,4000,319,2
117591,6935708,2,2,6000,312,2
74591,7048521,2,2,7000,289,1
107002,6891861,2,1,2000,321,2
2884,7095485,0,1,1275,277,3
14695,7149084,1,1,1425,267,3
10568,7182551,4,2,5200,259,1
99599,6893550,2,2,4495,321,1
52420,7026381,1,1,3939,293,1
121282,6907908,2,1,2250,319,1
90632,6912293,1,1,2650,318,1
122304,6863561,0,1,1850,327,1
80478,6964652,2,1,5195,306,1
8888,7221692,1,1,4020,252,1
48815,7003116,3,2,4150,298,1
10068,7206584,0,1,2199,255,1
25867,7104414,1,1,2300,276,1
121771,6929840,4,2,6600,313,1
115375,6896213,2,1,3775,321,2
121939,6848467,2,1,5725,331,1
25525,7204809,2,1,5300,256,1
42593,7154534,2,2,4500,266,1
118634,6932555,1,1,2100,313,1
97537,6856165,1,1,5200,329,1
103901,6913217,1,1,2000,318,3
33616,7203981,0,1,1795,256,3
72251,7007322,2,1,2800,297,2
97941,6919498,1,1,3350,316,1
69084,6993337,1,1,2350,299,1
91133,6904147,2,2,8995,319,1
89951,6875899,1,1,1600,325,2
64830,7049950,0,1,2900,289,2
16488,7095363,2,1,2400,277,1
33807,7161565,2,1,3199,264,1
66859,7017087,2,2,4500,295,2
1753,7138028,0,1,2600,269,1
82529,6997101,2,1,2900,299,1
66316,7021052,1,1,2500,293,1
34149,7196763,0,1,2795,257,1
90649,6862806,2,1,3600,328,3
54925,6975460,2,1,4700,304,1
42636,7232293,1,1,2400,250,2
1435,7186108,1,1,4100,259,2
118315,6878464,2,1,3200,325,2
56077,7064620,1,1,2000,285,1
5399,7139911,2,1,3795,268,1
78666,7023501,0,1,3075,293,1
8460,7106761,0,1,1550,275,1
39236,7169182,0,1,1950,263,2
79861,7058281,1,1,4500,286,1
10601,7118699,1,1,2300,272,1
58869,7030707,2,2,3495,292,1
93265,6848305,1,1,4795,331,1
91201,6849938,1,1,2900,331,1
63912,6991472,2,1,2690,300,3
37507,7168167,3,1,2750,263,1
40459,7138949,1,1,4420,268,1
6905,7219892,1,2,6325,252,1
102055,6843101,0,1,3095,332,1
39240,7110189,3,1,4500,275,2
12053,7177580,2,1,2950,262,1
99676,6896036,0,1,1900,321,3
74139,6976019,3,2,4700,304,3
34756,7179433,1,1,2700,261,1
4033,7097844,1,1,2790,277,1
122817,6860834,2,1,3193,328,1
88781,6850169,0,1,2275,331,2
73487,6951966,1,1,2125,308,1
92233,6901403,4,2,3810,320,3
36748,7105526,3,2,7400,276,2
112694,6859382,1,1,2975,328,1
99986,6871681,1,1,3645,326,1
57176,7060738,2,1,2700,286,2
63826,6977744,1,1,3295,303,1
64584,7007443,2,1,3208,297,2
104298,6931974,0,1,2400,313,2
60343,7028730,2,1,3495,292,2
61933,6979354,2,1,3100,303,2
53643,7082381,3,1,2850,281,1
68156,7063333,1,1,3000,285,1
51255,7003830,3,1,4295,297,1
79987,7076732,1,1,1800,283,2
22046,7214386,4,2,4150,254,1
105806,6819495,0,1,2350,337,1
3845,7132246,2,1,3300,270,2
22164,7125913,3,2,7070,271,1
85644,7670814,0,1,3775,330,1
46389,6962708,1,1,2750,306,1
102053,6919616,2,2,4500,316,2
10569,7136413,1,1,3300,269,1
99839,6945666,0,1,2300,310,1
66858,6973863,1,1,2550,304,1
92294,6946476,0,1,2347,310,2
88849,6902879,2,1,3100,320,2
89517,6892710,2,1,3500,321,2
101188,7127433,1,1,2700,335,1
20063,7214745,2,1,2450,254,2
95700,6944327,2,1,3300,310,1
81411,6963472,1,1,2395,306,1
4079,7131112,4,1,5100,270,1
48697,7065102,2,1,3495,285,1
49309,7026578,3,1,2850,293,2
72186,7012509,0,1,1800,296,1
57014,7050381,2,2,6200,289,1
59137,7038088,6,2,6000,291,1
81265,7019838,2,1,5895,294,1
60466,7068980,1,1,5500,284,1
122347,6918540,1,1,4695,316,1
95535,6908647,2,1,3000,319,2
46891,6990562,1,1,3700,300,1
31036,7131541,0,1,2395,270,1
872,7143730,2,1,4186,268,1
107787,6926754,1,1,3050,314,1
64449,7039074,1,1,2300,291,3
70521,6987986,0,1,3290,300,1
18769,7133902,2,1,4500,269,2
7214,7214798,1,1,3200,254,2
14973,7129712,3,1,3800,270,2
80239,6968851,3,1,6115,305,1
22728,7207511,1,1,2650,255,1
64531,7067533,1,1,1895,284,1
24754,7217739,4,4,18000,253,1
61136,6990354,4,1,3595,300,1
115741,6856176,2,0,4800,329,1
87157,6830206,1,1,4550,334,1
51821,7057826,4,2,5500,286,1
66943,7074295,2,1,2400,283,2
879,7232795,0,1,2350,250,2
42973,7190735,0,1,2850,258,1
1862,7095100,0,1,2600,277,1
22111,7213195,2,2,5630,254,1
80292,7047329,2,2,5680,289,1
13654,7159759,1,1,3500,265,1
55290,7001639,2,1,1975,298,2
78430,7067118,0,1,1875,285,2
63789,7073943,1,1,2850,283,1
3903,7097435,3,2,5800,277,1
55360,7056959,0,1,3295,286,1
115203,6881703,1,1,3100,324,1
93626,6829595,2,1,3600,334,1
63550,7026127,1,1,2795,293,1
23349,7100715,1,1,2195,276,1
66386,7055190,1,1,3195,287,2
6588,7102880,1,1,2400,276,1
108816,6872292,1,1,2300,326,1
14205,7102918,3,1,4700,276,2
36877,7172966,0,1,3950,263,1
94647,6862678,0,1,2600,328,1
19110,7164863,1,1,3599,264,1
52743,7018236,3,1,3700,294,1
12531,7192326,0,1,3155,258,2
54565,6978157,3,2,2750,303,1
29550,7120809,1,1,2200,272,1
86222,6832308,1,1,2700,334,2
31402,7213309,2,1,3000,254,1
83284,6910322,2,1,3300,318,1
99572,6931409,1,1,2150,313,1
69210,6973336,0,1,1825,304,3
52189,6981983,4,5,30000,302,1
62634,7024670,2,1,3500,293,2
111,7181313,3,1,2400,260,2
54868,7078082,2,1,3450,282,2
63787,7035646,1,1,3475,291,2
101978,6931310,2,1,2100,313,3
48238,6958953,2,1,3650,307,2
88460,6813123,3,3,7000,338,2
121989,6947925,2,1,2800,310,1
43507,7072059,2,1,3400,284,2
65984,7044271,1,1,2759,290,2
41559,7195614,0,1,2500,258,2
37642,7135296,3,2,6050,269,1
99334,6925525,0,1,2650,314,1
31341,7127053,3,1,2750,271,2
39468,7088390,0,1,1875,278,2
120503,6836639,1,1,4395,333,1
62510,7051761,1,1,2650,288,1
58111,7040339,1,1,2195,290,1
12310,7096826,3,2,3000,277,2
96705,6852298,0,1,1900,330,1
119301,6821136,0,1,2300,336,2
26278,7155680,2,1,2990,266,2
104129,6887476,0,1,2280,323,2
103472,6909292,2,2,7500,318,1
96611,6878929,1,1,2600,325,2
79574,7295125,0,1,2525,301,1
49787,7006698,1,1,2450,297,2
86820,6848271,4,1,2800,331,1
53543,7020994,0,1,1890,293,3
64486,7072961,0,1,1925,283,1
106438,6881891,4,2,4900,324,3
52888,6967193,2,1,4695,305,1
119534,6881290,1,1,4027,324,1
102680,6912925,2,1,2154,318,2
81593,7063940,3,2,5100,285,2
31683,7193564,3,1,3275,258,2
43876,7036498,2,1,3700,291,1
69036,7083515,1,1,4300,280,1
30409,7159110,2,1,3095,265,2
59979,7044730,2,1,3250,290,1
63210,7041357,2,2,8340,290,1
67422,6978524,2,1,2950,303,1
21229,7148226,1,1,4340,267,1
43176,7212610,2,1,2080,255,2
33597,7227112,1,1,2350,251,3
117972,6831458,1,1,2800,334,2
105116,6901956,3,1,4000,320,1
98744,6909589,2,1,3055,318,1
24404,7094734,2,1,1700,277,1
55547,7009151,2,2,5650,296,1
27160,7127603,1,1,2245,271,1
41053,7100223,2,1,3400,277,1
20590,7133689,3,1,3700,269,1
57846,6995579,1,1,3195,299,1
14869,7103142,1,1,1695,276,1
111045,6913277,1,1,3595,318,1
89218,6840622,1,1,3950,333,1
108325,6903786,1,1,2895,319,1
93737,6938113,3,1,4340,312,1
48591,6974717,3,2,4670,304,2
6479,7152672,3,1,4000,267,1
26455,7093569,2,1,3400,278,1
49171,7024608,3,1,3860,293,2
22869,7108188,3,1,3600,275,1
112287,6851423,0,1,2595,330,1
10079,7205608,3,1,4600,256,1
20093,7171789,3,2,4250,263,1
98630,6855241,0,1,1300,329,3
110266,6909960,2,1,2000,318,2
42182,7095568,1,1,2300,277,1
32787,7141454,1,1,2750,268,2
13276,7175655,0,1,2700,262,3
4024,7164390,3,2,5500,264,1
12997,7155804,0,1,1925,266,3
76814,7045584,1,1,3100,289,1
24931,7097308,0,1,2790,277,1
58594,7020162,1,1,3176,294,2
62764,7042315,2,1,3200,290,1
55641,6981273,0,1,2000,303,3
120215,6898428,2,1,1695,320,3
66329,7066832,0,1,1900,285,1
102908,6824212,0,1,2500,335,2
72915,6952833,1,1,2050,308,1
87452,6822623,0,1,2350,335,1
39336,7161164,2,1,2595,264,1
23111,7154907,2,1,3200,266,1
78528,7008811,3,1,3200,297,1
72912,7516708,2,1,3660,287,1
4626,7111397,1,1,3450,275,1
105150,6873869,2,2,6295,326,1
21116,7227581,2,1,6400,251,1
105899,6918471,1,1,4500,316,1
35996,7127098,0,1,2125,271,1
102900,6859918,2,1,4800,328,1
63479,6953373,2,1,3395,308,1
53997,6975883,0,1,2700,304,1
69623,7058258,3,2,5500,286,1
123130,6892882,3,3,5595,321,2
71383,6975840,2,1,3500,304,2
9125,7160185,2,2,15900,265,1
66548,6970556,2,1,2800,305,2
77399,7083483,1,1,2600,280,1
43296,7001969,2,1,3145,298,2
35451,7206592,2,1,3500,255,1
76561,7003943,3,2,5200,297,1
115472,6850966,0,1,2149,330,1
54546,7029177,4,2,5670,292,1
72162,6966104,0,1,2750,305,1
87601,6903869,1,1,2350,319,1
92066,6927607,1,1,3495,314,1
53816,6988536,0,1,2925,300,1
34763,7118009,3,2,5495,272,1
8540,7179582,0,1,2450,261,1
12935,7169461,1,1,2495,263,2
99439,6922517,1,1,2500,315,1
23135,7177893,4,2,7000,262,1
75423,6986734,2,1,3400,301,1
921,7169942,3,1,6500,263,1
38957,7150875,1,1,2950,267,1
60364,6958495,3,3,8000,307,1
95636,6893223,4,2,5529,321,1
45743,7003755,4,1,3600,298,1
35045,7166302,1,1,3695,263,1
26478,7110694,2,2,5990,275,1
56216,7022424,4,1,3200,293,1
34924,7225348,2,1,4300,251,2
71602,6974577,2,1,7000,304,1
92311,6819308,2,1,3095,337,1
78884,7062883,1,1,4108,285,1
14632,7104909,3,2,4500,276,3
17585,7137271,1,1,2799,269,1
99908,6833059,2,1,3625,334,1
118663,6898959,1,1,2728,320,1
70296,6969335,4,2,4800,305,2
76066,6990293,4,1,5000,300,1
77509,7047411,0,1,2100,289,1
18653,7117442,0,1,3120,272,1
32366,7095930,2,2,4590,277,1
46905,7054091,4,2,3750,287,1
88475,6917796,2,1,4900,316,1
15882,7114611,1,1,2850,273,1
17274,7093711,2,2,4100,278,1
42466,7145377,1,1,3080,267,1
74255,6987899,5,2,7900,300,1
67997,7023505,1,1,1900,293,2
63128,6983544,1,1,2250,302,2
63037,6988884,0,1,2675,300,1
46388,7062076,0,1,1775,286,3
83063,6876028,1,1,2650,325,1
68652,7008577,4,2,3800,297,1
109770,6899640,2,1,2195,320,3
10700,7170772,3,2,2300,263,2
43422,7014158,1,1,2400,296,3
10468,7215170,4,2,5800,254,3
90826,6926971,2,3,14500,314,1
80484,7076487,1,1,2750,283,2
37088,7159103,2,1,1800,265,3
104289,6913053,3,2,3900,318,2
99937,6873182,0,1,2650,326,1
119066,6827678,1,1,2695,334,1
91981,6923948,0,1,3100,314,1
41198,7143934,0,1,2700,268,1
97958,6901802,0,1,2100,320,2
64725,6994609,1,1,2495,299,2
102580,6854990,1,1,5000,329,1
108476,6852203,1,1,1525,330,1
42777,7093438,4,2,6000,278,2
48646,6996532,1,1,5499,299,1
21471,7157477,1,1,5325,265,1
26208,7096967,1,1,1700,277,1
79820,7049631,2,1,3000,289,3
19370,7140664,1,1,3050,268,2
76642,7035844,1,1,2725,291,1
103416,6901453,5,3,9000,320,1
86776,6823667,4,3,6100,335,3
67159,6976553,1,1,2149,304,2
26582,7127660,2,1,2910,271,2
2175,7229280,1,1,3100,250,2
74960,6999210,0,1,3125,298,1
16985,7129997,0,1,1750,270,2
111453,6814074,2,2,5675,338,1
72128,7035570,1,1,3500,291,1
46743,7077244,1,1,1950,282,1
29289,7158588,1,1,2990,265,1
76361,6982725,2,1,3295,302,1
105428,6837712,1,1,2495,333,1
63034,6972806,1,1,4530,304,1
75616,7048215,0,1,2600,289,2
123543,6939209,1,1,2350,311,1
78997,7069491,0,1,2795,284,1
98321,6906710,2,1,1500,319,3
74913,6963693,2,1,2595,306,2
28022,7155163,1,1,3295,266,1
96181,6922528,1,1,2750,315,1
121572,6916230,1,1,3100,317,2
110169,6942149,2,1,3400,311,1
26503,7099731,2,2,5150,277,1
17520,7166251,2,2,11500,263,1
64132,7048991,0,1,2400,289,1
98322,6844611,1,1,2908,332,2
52983,7048136,2,1,4500,289,1
113550,6912479,0,1,2757,318,1
75329,7058062,2,1,4200,286,1
73240,7010306,2,1,3600,296,2
27052,7096672,1,1,4100,277,1
96824,6884166,0,1,1775,324,1
92291,6865462,2,1,3200,327,2
120299,6891079,0,1,2575,322,2
